/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Bigler, Matthias; Steffensen, Jørgen Peder; Hutterli, Manuel A; Fischer, Hubertus (2012): EDC dust laser signal (24-769.5 m) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.780541, 
	In supplement to: Lambert, F et al. (2012): Centennial mineral dust variability in high-resolution ice core data from Dome C, Antarctica. Climate of the Past, 8, 609-623, https://doi.org/10.5194/cp-8-609-2012
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 784.99 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The file "EDC_KPHdust_1cm.dat" contains the EPICA Dome C insoluble dust measured with the Copenhavn laser sensor on a depth and EDC3 age scale. Below 769.5m depth insoluble dust was measured with the Bern sensor, data available in the file "EDC_CaDustConc_1cm.dat".
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Signal [V] (Signal) * PI: Lambert, Fabrice (https://orcid.org/0000-0002-2192-024X, ambert@uc.c) * COMMENT: of dust laser
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	44031 data points
*/
Age [ka BP]	Depth ice/snow [m]	Signal [V]
14.937516	432.39	0.0676
14.937978	432.40	0.0706
14.938439	432.41	0.0762
14.938900	432.42	0.0762
14.939361	432.43	0.0764
14.939823	432.44	0.0710
14.940284	432.45	0.0700
14.940745	432.46	0.0726
14.941206	432.47	0.0742
14.941668	432.48	0.0719
14.942129	432.49	0.0728
14.942590	432.50	0.0702
14.943051	432.51	0.0675
14.943512	432.52	0.0646
14.943974	432.53	0.0638
14.944435	432.54	0.0676
14.944896	432.55	0.0645
14.945357	432.56	0.0626
14.945819	432.57	0.0590
14.946280	432.58	0.0590
14.946741	432.59	0.0606
14.947202	432.60	0.0623
14.947664	432.61	0.0666
14.948125	432.62	0.0670
14.948586	432.63	0.0731
14.949047	432.64	0.0859
14.949509	432.65	0.0773
14.949970	432.66	0.0700
14.950431	432.67	0.0664
14.950892	432.68	0.0670
14.951354	432.69	0.0708
14.951815	432.70	0.0651
14.952276	432.71	0.0600
14.952737	432.72	0.0561
14.953198	432.73	0.0536
14.953660	432.74	0.0530
14.954121	432.75	0.0525
14.954582	432.76	0.0569
14.955044	432.77	0.0620
14.955505	432.78	0.0724
14.955966	432.79	0.0734
14.956427	432.80	0.0853
14.956888	432.81	0.0766
14.957350	432.82	0.0755
14.957811	432.83	0.0724
14.958272	432.84	0.0707
14.958733	432.85	0.0715
14.959197	432.86	0.0663
14.959661	432.87	0.0714
14.960124	432.88	0.0756
14.960588	432.89	0.0752
14.961051	432.90	0.0733
14.961515	432.91	0.0714
14.961979	432.92	0.0711
14.962442	432.93	0.0677
14.962906	432.94	0.0684
14.963369	432.95	0.0708
14.963833	432.96	0.0677
14.964297	432.97	0.0719
14.964760	432.98	0.0739
14.965224	432.99	0.0837
14.965687	433.00	0.0822
14.966151	433.01	0.0750
14.966615	433.02	0.0677
14.967078	433.03	0.0647
14.967542	433.04	0.0639
14.968005	433.05	0.0665
14.968469	433.06	0.0670
14.968933	433.07	0.0755
14.969396	433.08	0.0728
14.969860	433.09	0.0739
14.970323	433.10	0.0688
14.970787	433.11	0.0711
14.971251	433.12	0.0741
14.971714	433.13	0.0721
14.972178	433.14	0.0759
14.972641	433.15	0.0812
14.973105	433.16	0.0707
14.973569	433.17	0.0714
14.974032	433.18	0.0685
14.974496	433.19	0.0713
14.974959	433.20	0.0665
14.975423	433.21	0.0715
14.975887	433.22	0.0703
14.976350	433.23	0.0651
14.976814	433.24	0.0643
14.977277	433.25	0.0649
14.977741	433.26	0.0712
14.978205	433.27	0.0779
14.978668	433.28	0.0712
14.979132	433.29	0.0710
14.979595	433.30	0.0728
14.980059	433.31	0.0725
14.980523	433.32	0.0718
14.980986	433.33	0.0698
14.981450	433.34	0.0715
14.981913	433.35	0.0706
14.982377	433.36	0.0697
14.982841	433.37	0.0930
14.983304	433.38	0.1279
14.983768	433.39	0.2021
14.984231	433.40	0.0998
14.984767	433.41	0.0927
14.985303	433.42	0.0843
14.985839	433.43	0.0809
14.986374	433.44	0.0856
14.986910	433.45	0.0740
14.987446	433.46	0.0767
14.987982	433.47	0.0769
14.988517	433.48	0.0857
14.989053	433.49	0.1022
14.989589	433.50	0.1037
14.990125	433.51	0.1008
14.990660	433.52	0.1025
14.991196	433.53	0.1078
14.991732	433.54	0.1193
14.992268	433.55	0.1369
14.992803	433.56	0.1311
14.993339	433.57	0.1255
14.993875	433.58	0.1217
14.994410	433.59	0.1112
14.994946	433.60	0.1108
14.995482	433.61	0.1160
14.996018	433.62	0.0965
14.996554	433.63	0.0988
14.997089	433.64	0.1250
14.997625	433.65	0.1048
14.998161	433.66	0.0994
14.998696	433.67	0.0894
14.999232	433.68	0.0848
14.999768	433.69	0.0840
15.000304	433.70	0.0811
15.000840	433.71	0.0798
15.001375	433.72	0.0784
15.001911	433.73	0.0783
15.002447	433.74	0.0810
15.002982	433.75	0.0820
15.003518	433.76	0.0784
15.004054	433.77	0.0739
15.004590	433.78	0.0759
15.005125	433.79	0.0780
15.005661	433.80	0.0820
15.006197	433.81	0.0895
15.006733	433.82	0.0890
15.007268	433.83	0.0880
15.007804	433.84	0.0824
15.008340	433.85	0.0866
15.008876	433.86	0.0808
15.009411	433.87	0.0893
15.009947	433.88	0.0819
15.010483	433.89	0.0804
15.011019	433.90	0.0695
15.011554	433.91	0.0720
15.012090	433.92	0.0740
15.012626	433.93	0.0794
15.013162	433.94	0.0816
15.013697	433.95	0.0801
15.014216	433.96	0.0780
15.014736	433.97	0.0773
15.015255	433.98	0.0773
15.015774	433.99	0.0736
15.016293	434.00	0.0793
15.016812	434.01	0.0799
15.017331	434.02	0.0793
15.017850	434.03	0.0777
15.018370	434.04	0.0797
15.018889	434.05	0.0812
15.019408	434.06	0.0887
15.019927	434.07	0.0945
15.020446	434.08	0.1090
15.020965	434.09	0.0931
15.021484	434.10	0.0888
15.022004	434.11	0.0887
15.022523	434.12	0.1084
15.023042	434.13	0.1103
15.023561	434.14	0.1316
15.024080	434.15	0.1597
15.024599	434.16	0.1796
15.025118	434.17	0.1621
15.025638	434.18	0.1124
15.026157	434.19	0.0905
15.026676	434.20	0.0866
15.027195	434.21	0.0844
15.027714	434.22	0.0813
15.028233	434.23	0.0861
15.028752	434.24	0.0861
15.029272	434.25	0.0906
15.029791	434.26	0.0861
15.030310	434.27	0.0817
15.030829	434.28	0.0840
15.031348	434.29	0.0773
15.031867	434.30	0.0717
15.032386	434.31	0.0691
15.032906	434.32	0.0664
15.033425	434.33	0.0686
15.033944	434.34	0.0665
15.034463	434.35	0.0664
15.034982	434.36	0.0698
15.035501	434.37	0.1204
15.036020	434.38	0.4415
15.036540	434.39	0.3990
15.037059	434.40	0.2698
15.037578	434.41	0.2361
15.038097	434.42	0.3188
15.038616	434.43	0.2220
15.039135	434.44	0.1437
15.039654	434.45	0.1117
15.040173	434.46	0.1002
15.040693	434.47	0.0860
15.041212	434.48	0.1653
15.042752	434.51	0.0996
15.043253	434.52	0.0843
15.043754	434.53	0.0874
15.044256	434.54	0.0845
15.044758	434.55	0.0888
15.045259	434.56	0.0734
15.045760	434.57	0.0672
15.046262	434.58	0.0669
15.046763	434.59	0.0651
15.047265	434.60	0.0638
15.047766	434.61	0.0723
15.048268	434.62	0.0757
15.048769	434.63	0.0802
15.049271	434.64	0.0767
15.049772	434.65	0.0870
15.050274	434.66	0.0764
15.050775	434.67	0.0758
15.051277	434.68	0.0765
15.051778	434.69	0.0753
15.052280	434.70	0.0763
15.052781	434.71	0.0731
15.053283	434.72	0.0710
15.053784	434.73	0.0769
15.054286	434.74	0.0803
15.054787	434.75	0.0821
15.055289	434.76	0.0821
15.055790	434.77	0.0809
15.056292	434.78	0.0799
15.056793	434.79	0.0778
15.057295	434.80	0.0774
15.057796	434.81	0.0704
15.058298	434.82	0.0688
15.058799	434.83	0.0791
15.059301	434.84	0.7577
15.059802	434.85	1.0746
15.060304	434.86	0.4259
15.060805	434.87	0.1650
15.061307	434.88	0.1065
15.061808	434.89	0.0844
15.062310	434.90	0.0759
15.062811	434.91	0.0740
15.063313	434.92	0.0755
15.063814	434.93	0.0721
15.064316	434.94	0.0711
15.064817	434.95	0.0689
15.065319	434.96	0.0688
15.065820	434.97	0.0735
15.066322	434.98	0.0803
15.066823	434.99	0.0780
15.067324	435.00	0.0814
15.067826	435.01	0.0822
15.068328	435.02	0.0838
15.068829	435.03	0.0868
15.069330	435.04	0.0828
15.069832	435.05	0.0786
15.070333	435.06	0.0705
15.070834	435.07	0.0662
15.071334	435.08	0.0653
15.071835	435.09	0.0705
15.072336	435.10	0.0733
15.072836	435.11	0.0712
15.073337	435.12	0.0733
15.073838	435.13	0.0689
15.074339	435.14	0.0678
15.074840	435.15	0.0709
15.075340	435.16	0.0755
15.075841	435.17	0.0743
15.076342	435.18	0.0769
15.076842	435.19	0.0715
15.077343	435.20	0.0654
15.077844	435.21	0.0638
15.078345	435.22	0.0694
15.078845	435.23	0.0726
15.079346	435.24	0.0812
15.079847	435.25	0.0820
15.080348	435.26	0.0838
15.080848	435.27	0.1148
15.081349	435.28	0.1171
15.081850	435.29	0.1331
15.082351	435.30	0.1369
15.082851	435.31	0.1220
15.083352	435.32	0.1252
15.083853	435.33	0.1317
15.084354	435.34	0.1273
15.084854	435.35	0.1190
15.085355	435.36	0.1272
15.085856	435.37	0.1576
15.086357	435.38	0.1348
15.086857	435.39	0.2810
15.096372	435.58	0.6764
15.097874	435.61	0.1426
15.098376	435.62	0.1485
15.098877	435.63	0.1188
15.099378	435.64	0.1082
15.099880	435.65	0.1116
15.100381	435.66	0.1084
15.100883	435.67	0.1146
15.101384	435.68	0.1026
15.102387	435.70	0.0928
15.102888	435.71	0.0863
15.103389	435.72	0.0839
15.103891	435.73	0.0879
15.104392	435.74	0.0840
15.104894	435.75	0.0788
15.105395	435.76	0.0840
15.105896	435.77	0.0839
15.106398	435.78	0.0822
15.106899	435.79	0.0797
15.107400	435.80	0.0756
15.107902	435.81	0.0762
15.108403	435.82	0.0723
15.108904	435.83	0.0709
15.109406	435.84	0.0714
15.109907	435.85	0.0794
15.110408	435.86	0.0921
15.110910	435.87	0.0874
15.111411	435.88	0.0951
15.111913	435.89	0.0993
15.112414	435.90	0.1044
15.112915	435.91	0.0948
15.113417	435.92	0.0828
15.113918	435.93	0.0813
15.114420	435.94	0.0730
15.114921	435.95	0.0732
15.115422	435.96	0.0814
15.115924	435.97	0.1020
15.116425	435.98	0.1025
15.116926	435.99	0.0951
15.117428	436.00	0.0867
15.117929	436.01	0.0833
15.118430	436.02	0.0959
15.118932	436.03	0.0938
15.119433	436.04	0.0845
15.119934	436.05	0.0803
15.120436	436.06	0.0749
15.120937	436.07	0.0735
15.121439	436.08	0.0768
15.121940	436.09	0.0808
15.122441	436.10	0.0923
15.122943	436.11	0.0966
15.123444	436.12	0.0907
15.123946	436.13	0.0839
15.124447	436.14	0.0843
15.124948	436.15	0.0778
15.125457	436.16	0.0806
15.125965	436.17	0.0768
15.126474	436.18	0.0780
15.126982	436.19	0.0761
15.127491	436.20	0.0807
15.127999	436.21	0.0822
15.128508	436.22	0.0926
15.129016	436.23	0.0970
15.129525	436.24	0.0953
15.130033	436.25	0.0799
15.130542	436.26	0.0760
15.131050	436.27	0.0788
15.131559	436.28	0.0809
15.132068	436.29	0.0829
15.132576	436.30	0.0781
15.133085	436.31	0.0784
15.133593	436.32	0.0831
15.134102	436.33	0.0854
15.134610	436.34	0.0842
15.135119	436.35	0.0833
15.135627	436.36	0.0886
15.136136	436.37	0.0845
15.136644	436.38	0.0814
15.137153	436.39	0.0729
15.137661	436.40	0.0698
15.138170	436.41	0.0741
15.138678	436.42	0.0779
15.139187	436.43	0.0855
15.139695	436.44	0.0923
15.140204	436.45	0.0930
15.140712	436.46	0.0764
15.141221	436.47	0.0759
15.141730	436.48	0.0743
15.142238	436.49	0.0684
15.142746	436.50	0.0713
15.143255	436.51	0.0776
15.143764	436.52	0.0815
15.144272	436.53	0.0774
15.144781	436.54	0.0782
15.145289	436.55	0.0718
15.145798	436.56	0.0708
15.146306	436.57	0.0950
15.146815	436.58	0.1127
15.148340	436.61	0.0964
15.148849	436.62	0.0912
15.149357	436.63	0.1007
15.149866	436.64	0.0826
15.150374	436.65	0.0773
15.150883	436.66	0.0731
15.151391	436.67	0.0877
15.151900	436.68	0.2421
15.153438	436.71	0.1525
15.153959	436.72	0.1383
15.154480	436.73	0.1074
15.155001	436.74	0.0887
15.155522	436.75	0.0825
15.156044	436.76	0.0763
15.156564	436.77	0.0772
15.157086	436.78	0.0802
15.157607	436.79	0.0820
15.158128	436.80	0.0758
15.158649	436.81	0.0791
15.159170	436.82	0.0806
15.159691	436.83	0.0837
15.160212	436.84	0.0760
15.160733	436.85	0.0675
15.161254	436.86	0.0709
15.161775	436.87	0.0847
15.162296	436.88	0.0968
15.162818	436.89	0.0865
15.163338	436.90	0.0777
15.163860	436.91	0.0758
15.164381	436.92	0.0731
15.164902	436.93	0.0696
15.165423	436.94	0.0697
15.165944	436.95	0.0699
15.166465	436.96	0.0673
15.166986	436.97	0.0683
15.167507	436.98	0.0813
15.168028	436.99	0.0794
15.168549	437.00	0.0770
15.169070	437.01	0.0740
15.169591	437.02	0.0751
15.170112	437.03	0.0794
15.170634	437.04	0.0735
15.171155	437.05	0.0738
15.171676	437.06	0.0743
15.172197	437.07	0.0757
15.172718	437.08	0.0764
15.173239	437.09	0.0731
15.173760	437.10	0.0729
15.174281	437.11	0.0731
15.174802	437.12	0.0709
15.175323	437.13	0.0793
15.175844	437.14	0.0762
15.176365	437.15	0.0745
15.176886	437.16	0.0777
15.177408	437.17	0.0779
15.177929	437.18	0.0797
15.178450	437.19	0.0864
15.178971	437.20	0.0972
15.179492	437.21	0.0932
15.180013	437.22	0.0890
15.180534	437.23	0.0889
15.181055	437.24	0.0911
15.181576	437.25	0.0863
15.182116	437.26	0.0799
15.182655	437.27	0.0803
15.183195	437.28	0.0763
15.183734	437.29	0.0827
15.184274	437.30	0.0809
15.184814	437.31	0.0730
15.185353	437.32	0.0756
15.185893	437.33	0.0685
15.186432	437.34	0.0698
15.186972	437.35	0.0703
15.187511	437.36	0.0802
15.188051	437.37	0.0926
15.188590	437.38	0.1022
15.189130	437.39	0.0985
15.189670	437.40	0.0931
15.190209	437.41	0.0878
15.190749	437.42	0.0909
15.191288	437.43	0.0856
15.191828	437.44	0.0839
15.192367	437.45	0.0840
15.192907	437.46	0.0789
15.193446	437.47	0.0759
15.193986	437.48	0.0717
15.194526	437.49	0.0809
15.195065	437.50	0.0769
15.195605	437.51	0.0819
15.196144	437.52	0.0902
15.196684	437.53	0.0914
15.197223	437.54	0.0876
15.197763	437.55	0.0798
15.198303	437.56	0.0696
15.198842	437.57	0.0683
15.199382	437.58	0.0660
15.199921	437.59	0.0650
15.200461	437.60	0.0685
15.201000	437.61	0.0813
15.201540	437.62	0.1014
15.202080	437.63	0.1035
15.202619	437.64	0.4614
15.203159	437.65	0.4023
15.203698	437.66	0.2331
15.204238	437.67	0.1785
15.204777	437.68	0.7897
15.205317	437.69	0.5454
15.205856	437.70	0.3387
15.206396	437.71	0.2017
15.206936	437.72	0.1594
15.207475	437.73	0.1156
15.208015	437.74	0.1103
15.208554	437.75	0.0964
15.209094	437.76	0.0971
15.209633	437.77	0.0939
15.210173	437.78	0.0917
15.210712	437.79	0.2141
15.211252	437.80	0.1386
15.211812	437.81	0.1457
15.212373	437.82	0.1230
15.212933	437.83	0.1069
15.213493	437.84	0.1018
15.214054	437.85	0.0955
15.214614	437.86	0.0932
15.215174	437.87	0.0814
15.215735	437.88	0.0811
15.216295	437.89	0.0810
15.216856	437.90	0.0818
15.217416	437.91	0.0885
15.217976	437.92	0.0918
15.218537	437.93	0.0913
15.219097	437.94	0.0957
15.219657	437.95	0.0859
15.220218	437.96	0.0871
15.220778	437.97	0.1260
15.221338	437.98	0.1106
15.221899	437.99	0.0985
15.222459	438.00	0.0944
15.223019	438.01	0.0872
15.223580	438.02	0.0805
15.224140	438.03	0.0775
15.224700	438.04	0.0736
15.225261	438.05	0.0748
15.225821	438.06	0.0727
15.226382	438.07	0.0726
15.226942	438.08	0.0717
15.227502	438.09	0.0658
15.228062	438.10	0.0674
15.228623	438.11	0.0699
15.229183	438.12	0.0682
15.229744	438.13	0.0661
15.230304	438.14	0.0739
15.230864	438.15	0.0729
15.231425	438.16	0.0732
15.231985	438.17	0.0761
15.232545	438.18	0.0743
15.233106	438.19	0.0736
15.233666	438.20	0.0724
15.234226	438.21	0.0758
15.234787	438.22	0.0703
15.235347	438.23	0.0682
15.235907	438.24	0.0673
15.236468	438.25	0.0707
15.237028	438.26	0.0726
15.237588	438.27	0.0674
15.238149	438.28	0.0675
15.238709	438.29	0.0768
15.239270	438.30	0.0735
15.239830	438.31	0.0734
15.240390	438.32	0.0761
15.240951	438.33	0.0778
15.241511	438.34	0.0802
15.242071	438.35	0.0808
15.242636	438.36	0.0806
15.243202	438.37	0.0819
15.243767	438.38	0.0835
15.244332	438.39	0.0788
15.244898	438.40	0.0884
15.245463	438.41	0.0837
15.246028	438.42	0.0780
15.246593	438.43	0.0801
15.247158	438.44	0.0818
15.247724	438.45	0.0862
15.248289	438.46	0.0803
15.248854	438.47	0.0815
15.249419	438.48	0.0816
15.249985	438.49	0.0793
15.250550	438.50	0.0794
15.251115	438.51	0.0751
15.251680	438.52	0.0850
15.252246	438.53	0.0768
15.252811	438.54	0.0757
15.253376	438.55	0.0749
15.253941	438.56	0.0734
15.254506	438.57	0.0735
15.255072	438.58	0.0786
15.255637	438.59	0.0921
15.256202	438.60	0.0973
15.256767	438.61	0.0765
15.257333	438.62	0.0719
15.257898	438.63	0.0763
15.258463	438.64	0.0725
15.259028	438.65	0.0788
15.259594	438.66	0.0794
15.260159	438.67	0.0792
15.260724	438.68	0.0777
15.261289	438.69	0.0809
15.261854	438.70	0.0944
15.262420	438.71	0.0724
15.262985	438.72	0.0752
15.263550	438.73	0.0857
15.264115	438.74	0.0924
15.264681	438.75	0.1316
15.265246	438.76	0.1097
15.265811	438.77	0.1056
15.266376	438.78	0.1102
15.266942	438.79	0.1047
15.267507	438.80	0.0978
15.268072	438.81	0.1008
15.268637	438.82	0.0800
15.269203	438.83	0.0780
15.269768	438.84	0.0766
15.270333	438.85	0.0815
15.270898	438.86	0.0816
15.271464	438.87	0.0789
15.272029	438.88	0.0784
15.272594	438.89	0.1186
15.273159	438.90	0.1802
15.273724	438.91	0.1763
15.274290	438.92	0.1437
15.274855	438.93	0.1235
15.275420	438.94	0.1222
15.275985	438.95	0.1147
15.276550	438.96	0.1087
15.277116	438.97	0.1100
15.277681	438.98	0.1017
15.278246	438.99	0.1073
15.278811	439.00	0.1012
15.279376	439.01	0.1056
15.279941	439.02	0.0995
15.280506	439.03	0.1013
15.281072	439.04	0.0985
15.281637	439.05	0.1005
15.282202	439.06	0.0989
15.282767	439.07	0.0870
15.283332	439.08	0.0997
15.283898	439.09	0.0998
15.284463	439.10	0.0986
15.285028	439.11	0.1134
15.285593	439.12	0.1129
15.286158	439.13	0.1111
15.286724	439.14	0.1035
15.287289	439.15	0.0955
15.287854	439.16	0.0918
15.288419	439.17	0.0905
15.288984	439.18	0.0933
15.289549	439.19	0.0948
15.290115	439.20	0.0825
15.290680	439.21	0.0831
15.291245	439.22	0.0836
15.291810	439.23	0.0814
15.292375	439.24	0.0844
15.292940	439.25	0.0959
15.293506	439.26	0.1154
15.294071	439.27	0.1195
15.294636	439.28	0.0866
15.295201	439.29	0.0776
15.295766	439.30	0.0796
15.296332	439.31	0.0819
15.296897	439.32	0.0841
15.297462	439.33	0.0842
15.298027	439.34	0.0935
15.298592	439.35	0.0995
15.299158	439.36	0.1002
15.299723	439.37	0.0918
15.300288	439.38	0.0887
15.300853	439.39	0.0821
15.301418	439.40	0.0849
15.301983	439.41	0.0774
15.302549	439.42	0.0784
15.303114	439.43	0.0804
15.303679	439.44	0.0776
15.304244	439.45	0.0804
15.304810	439.46	0.0796
15.305377	439.47	0.0844
15.305943	439.48	0.0785
15.306509	439.49	0.0813
15.307075	439.50	0.0847
15.307642	439.51	0.0833
15.308208	439.52	0.0823
15.308774	439.53	0.0851
15.309340	439.54	0.0819
15.309907	439.55	0.0729
15.310473	439.56	0.0680
15.311039	439.57	0.0671
15.311605	439.58	0.0691
15.312172	439.59	0.0684
15.312738	439.60	0.0697
15.313304	439.61	0.0696
15.313870	439.62	0.0701
15.314437	439.63	0.0698
15.315003	439.64	0.0681
15.315569	439.65	0.0722
15.316135	439.66	0.0778
15.316702	439.67	0.0799
15.317268	439.68	0.0818
15.317834	439.69	0.0822
15.318400	439.70	0.0810
15.318966	439.71	0.0794
15.319533	439.72	0.0928
15.320099	439.73	0.0852
15.320665	439.74	0.0841
15.321232	439.75	0.0795
15.321798	439.76	0.0753
15.322364	439.77	0.0783
15.322930	439.78	0.0756
15.323496	439.79	0.0744
15.324063	439.80	0.0810
15.324629	439.81	0.0746
15.325195	439.82	0.0774
15.325762	439.83	0.0819
15.326328	439.84	0.0739
15.326894	439.85	0.0743
15.327460	439.86	0.0739
15.328026	439.87	0.0704
15.328593	439.88	0.0750
15.329159	439.89	0.0778
15.329725	439.90	0.0778
15.330292	439.91	0.0760
15.330858	439.92	0.0755
15.331424	439.93	0.0699
15.331990	439.94	0.0731
15.332556	439.95	0.0715
15.333123	439.96	0.0679
15.333689	439.97	0.0687
15.334255	439.98	0.0905
15.335953	440.01	0.1632
15.336519	440.02	0.1581
15.337085	440.03	0.1461
15.337650	440.04	0.1429
15.338216	440.05	0.1436
15.338782	440.06	0.1476
15.339347	440.07	0.1428
15.339913	440.08	0.0935
15.340478	440.09	0.0813
15.341044	440.10	0.0751
15.341610	440.11	0.0769
15.342175	440.12	0.0920
15.342741	440.13	0.0918
15.343306	440.14	0.1168
15.343872	440.15	0.1912
15.344438	440.16	0.2271
15.345003	440.17	0.1907
15.345569	440.18	0.1554
15.346135	440.19	0.1211
15.346700	440.20	0.0974
15.347266	440.21	0.0834
15.347832	440.22	0.0757
15.348397	440.23	0.0771
15.348963	440.24	0.0829
15.349528	440.25	0.0859
15.350094	440.26	0.0855
15.350660	440.27	0.0828
15.351225	440.28	0.0854
15.351791	440.29	0.0808
15.352356	440.30	0.0845
15.352922	440.31	0.0832
15.353488	440.32	0.0777
15.354053	440.33	0.0727
15.354619	440.34	0.0693
15.355185	440.35	0.0700
15.355750	440.36	0.0741
15.356316	440.37	0.0757
15.356882	440.38	0.0824
15.357447	440.39	0.0872
15.358013	440.40	0.0856
15.358578	440.41	0.0934
15.359144	440.42	0.0887
15.359710	440.43	0.0860
15.360275	440.44	0.0820
15.360841	440.45	0.0766
15.361406	440.46	0.0771
15.361972	440.47	0.0819
15.362538	440.48	0.0798
15.363103	440.49	0.0942
15.363669	440.50	0.0812
15.364235	440.51	0.0805
15.364800	440.52	0.0785
15.365366	440.53	0.0784
15.365932	440.54	0.0744
15.366497	440.55	0.0764
15.367060	440.56	0.0735
15.367622	440.57	0.0750
15.368185	440.58	0.0734
15.368747	440.59	0.0707
15.369310	440.60	0.0738
15.369872	440.61	0.0781
15.370435	440.62	0.0810
15.370997	440.63	0.0808
15.371560	440.64	0.0871
15.372122	440.65	0.0866
15.372685	440.66	0.0850
15.373247	440.67	0.0858
15.373810	440.68	0.0897
15.374372	440.69	0.0851
15.374935	440.70	0.0832
15.375497	440.71	0.0785
15.376060	440.72	0.0853
15.376622	440.73	0.0765
15.377185	440.74	0.0691
15.377747	440.75	0.0718
15.378310	440.76	0.0723
15.378872	440.77	0.0693
15.379435	440.78	0.0728
15.379998	440.79	0.0730
15.380560	440.80	0.0758
15.381122	440.81	0.0818
15.381685	440.82	0.0809
15.382248	440.83	0.0760
15.382810	440.84	0.0741
15.383373	440.85	0.0741
15.383935	440.86	0.0732
15.384498	440.87	0.0796
15.385060	440.88	0.0888
15.385623	440.89	0.1017
15.386185	440.90	0.1043
15.386748	440.91	0.1067
15.387310	440.92	0.1050
15.387873	440.93	0.1118
15.388435	440.94	0.1062
15.388998	440.95	0.1073
15.389560	440.96	0.0992
15.390123	440.97	0.0964
15.390685	440.98	0.0877
15.391248	440.99	0.0721
15.391810	441.00	0.0668
15.392373	441.01	0.0680
15.392935	441.02	0.0641
15.393498	441.03	0.0632
15.394060	441.04	0.0727
15.394623	441.05	0.0807
15.395185	441.06	0.0841
15.395748	441.07	0.1010
15.396310	441.08	0.2688
15.397975	441.11	0.1659
15.398515	441.12	0.1236
15.399055	441.13	0.1137
15.399595	441.14	0.0933
15.400135	441.15	0.0865
15.400675	441.16	0.0924
15.401215	441.17	0.0887
15.401755	441.18	0.0868
15.402295	441.19	0.0842
15.402835	441.20	0.0835
15.403375	441.21	0.0864
15.403915	441.22	0.0880
15.404455	441.23	0.0838
15.404995	441.24	0.0717
15.405534	441.25	0.0718
15.406074	441.26	0.0855
15.406614	441.27	0.0788
15.407154	441.28	0.0711
15.407694	441.29	0.0726
15.408234	441.30	0.0725
15.408774	441.31	0.0719
15.409314	441.32	0.0744
15.409854	441.33	0.0756
15.410394	441.34	0.0706
15.410934	441.35	0.0677
15.411474	441.36	0.0672
15.412014	441.37	0.0772
15.412554	441.38	0.0797
15.413094	441.39	0.0819
15.413634	441.40	0.0824
15.414173	441.41	0.0740
15.414713	441.42	0.0707
15.415253	441.43	0.0679
15.415793	441.44	0.0646
15.416333	441.45	0.0682
15.416873	441.46	0.0675
15.417413	441.47	0.0705
15.417953	441.48	0.0678
15.418493	441.49	0.0672
15.419033	441.50	0.0673
15.419573	441.51	0.0695
15.420113	441.52	0.0704
15.420653	441.53	0.0789
15.421192	441.54	0.0766
15.421732	441.55	0.0770
15.422272	441.56	0.0823
15.422812	441.57	0.0849
15.423352	441.58	0.0829
15.423892	441.59	0.0786
15.424432	441.60	0.0872
15.424972	441.61	0.0857
15.425512	441.62	0.0898
15.426052	441.63	0.0871
15.426592	441.64	0.0817
15.427132	441.65	0.0804
15.427667	441.66	0.0834
15.428202	441.67	0.0879
15.428737	441.68	0.0983
15.429273	441.69	0.0939
15.429808	441.70	0.1113
15.430343	441.71	0.1279
15.430878	441.72	0.1203
15.431413	441.73	0.1071
15.431948	441.74	0.0929
15.432484	441.75	0.0946
15.433019	441.76	0.0871
15.433554	441.77	0.0831
15.434089	441.78	0.0818
15.434624	441.79	0.0806
