/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Bigler, Matthias; Steffensen, Jørgen Peder; Hutterli, Manuel A; Fischer, Hubertus (2012): EDC dust laser signal (24-769.5 m) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.780541, 
	In supplement to: Lambert, F et al. (2012): Centennial mineral dust variability in high-resolution ice core data from Dome C, Antarctica. Climate of the Past, 8, 609-623, https://doi.org/10.5194/cp-8-609-2012
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 784.99 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The file "EDC_KPHdust_1cm.dat" contains the EPICA Dome C insoluble dust measured with the Copenhavn laser sensor on a depth and EDC3 age scale. Below 769.5m depth insoluble dust was measured with the Bern sensor, data available in the file "EDC_CaDustConc_1cm.dat".
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Signal [V] (Signal) * PI: Lambert, Fabrice (https://orcid.org/0000-0002-2192-024X, ambert@uc.c) * COMMENT: of dust laser
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	44031 data points
*/
Age [ka BP]	Depth ice/snow [m]	Signal [V]
37.522599	697.92	0.2100
37.523428	697.93	0.2100
37.524257	697.94	0.1950
37.528400	697.99	0.2550
37.529229	698.00	0.2325
37.530057	698.01	0.2400
37.530886	698.02	0.2250
37.531714	698.03	0.2100
37.532543	698.04	0.1950
37.533371	698.05	0.1950
37.534200	698.06	0.1950
37.535028	698.07	0.1950
37.535857	698.08	0.2025
37.536686	698.09	0.1950
37.537514	698.10	0.2100
37.538343	698.11	0.2100
37.539171	698.12	0.1875
37.540000	698.13	0.2025
37.540828	698.14	0.1875
37.541657	698.15	0.1950
37.542486	698.16	0.1950
37.543314	698.17	0.1950
37.544143	698.18	0.1800
37.544971	698.19	0.1800
37.545800	698.20	0.1650
37.546628	698.21	0.1500
37.554085	698.30	0.2325
37.554914	698.31	0.2175
37.555742	698.32	0.2175
37.556571	698.33	0.2100
37.557399	698.34	0.2325
37.558228	698.35	0.2100
37.559056	698.36	0.2025
37.559885	698.37	0.2250
37.560714	698.38	0.2250
37.561542	698.39	0.2325
37.562371	698.40	0.2175
37.563199	698.41	0.2100
37.564028	698.42	0.2025
37.564856	698.43	0.2100
37.565685	698.44	0.2250
37.566513	698.45	0.2850
37.567342	698.46	0.2700
37.568170	698.47	0.2250
37.580745	698.63	0.2775
37.581521	698.64	0.3000
37.582297	698.65	0.3000
37.583073	698.66	0.2850
37.583849	698.67	0.2775
37.584625	698.68	0.2700
37.585401	698.69	0.2550
37.586178	698.70	0.2550
37.586954	698.71	0.2550
37.587730	698.72	0.2700
37.588506	698.73	0.3000
37.589282	698.74	0.3150
37.590058	698.75	0.3000
37.590834	698.76	0.3000
37.591610	698.77	0.3150
37.592386	698.78	0.3075
37.593162	698.79	0.3000
37.593938	698.80	0.3225
37.594714	698.81	0.3000
37.595490	698.82	0.2700
37.596266	698.83	0.2550
37.597042	698.84	0.2775
37.597818	698.85	0.2775
37.598595	698.86	0.2700
37.599371	698.87	0.2775
37.600147	698.88	0.2850
37.606355	698.96	0.3000
37.607131	698.97	0.3000
37.607907	698.98	0.3000
37.608683	698.99	0.2925
37.609460	699.00	0.2700
37.610236	699.01	0.2625
37.611012	699.02	0.2700
37.611788	699.03	0.2850
37.612564	699.04	0.2550
37.613340	699.05	0.2625
37.614110	699.06	0.2700
37.614880	699.07	0.2625
37.615650	699.08	0.2700
37.616420	699.09	0.2700
37.617190	699.10	0.2700
37.617960	699.11	0.2775
37.618730	699.12	0.2625
37.619501	699.13	0.2700
37.620271	699.14	0.2850
37.621041	699.15	0.3150
37.621811	699.16	0.3225
37.622581	699.17	0.3000
37.623351	699.18	0.3075
37.624121	699.19	0.3225
37.624891	699.20	0.3900
37.625661	699.21	0.4275
37.626432	699.22	0.4275
37.627202	699.23	0.4650
37.627972	699.24	0.3600
37.628742	699.25	0.3075
37.629512	699.26	0.3825
37.630282	699.27	0.4650
37.631052	699.28	0.4500
37.635673	699.34	0.3750
37.636443	699.35	0.3300
37.637213	699.36	0.2850
37.637983	699.37	0.2625
37.638753	699.38	0.2850
37.639523	699.39	0.3000
37.640293	699.40	0.3000
37.641063	699.41	0.2850
37.641834	699.42	0.2850
37.642604	699.43	0.2700
37.643374	699.44	0.2700
37.644144	699.45	0.3075
37.649534	699.52	0.3225
37.650305	699.53	0.3150
37.651075	699.54	0.3150
37.651845	699.55	0.3300
37.652615	699.56	0.3300
37.653385	699.57	0.4200
37.654155	699.58	0.4200
37.657970	699.63	0.1950
37.658728	699.64	0.1950
37.659486	699.65	0.1875
37.660244	699.66	0.1950
37.661002	699.67	0.2025
37.661761	699.68	0.1950
37.662519	699.69	0.2100
37.663277	699.70	0.2100
37.664035	699.71	0.2100
37.664793	699.72	0.2250
37.665552	699.73	0.2550
37.666310	699.74	0.2250
37.667068	699.75	0.2100
37.667826	699.76	0.1950
37.668584	699.77	0.2100
37.669342	699.78	0.1950
37.670100	699.79	0.2025
37.670859	699.80	0.2250
37.671617	699.81	0.2250
37.672375	699.82	0.2325
37.673133	699.83	0.3300
37.674650	699.85	0.2550
37.675408	699.86	0.2250
37.676166	699.87	0.2100
37.676924	699.88	0.1950
37.677682	699.89	0.1950
37.678440	699.90	0.2250
37.679198	699.91	0.2100
37.679957	699.92	0.2325
37.698839	700.17	0.3150
37.699562	700.18	0.2850
37.700284	700.19	0.3000
37.701006	700.20	0.3000
37.701729	700.21	0.2850
37.702451	700.22	0.2325
37.703174	700.23	0.2400
37.703896	700.24	0.2400
37.704618	700.25	0.2250
37.705341	700.26	0.2250
37.706063	700.27	0.2400
37.706785	700.28	0.2100
37.707508	700.29	0.2400
37.708230	700.30	0.2025
37.708952	700.31	0.1800
37.709675	700.32	0.1950
37.710397	700.33	0.2100
37.711120	700.34	0.2100
37.711842	700.35	0.2025
37.712564	700.36	0.1950
37.713287	700.37	0.1800
37.714009	700.38	0.1800
37.714731	700.39	0.1800
37.715454	700.40	0.1950
37.716176	700.41	0.2100
37.716899	700.42	0.2250
37.717621	700.43	0.2250
37.718343	700.44	0.2400
37.719066	700.45	0.2325
37.719788	700.46	0.2400
37.720510	700.47	0.2325
37.721233	700.48	0.2100
37.721955	700.49	0.2100
37.722678	700.50	0.2025
37.723400	700.51	0.1950
37.724122	700.52	0.2100
37.724845	700.53	0.2100
37.725567	700.54	0.2250
37.726289	700.55	0.2100
37.727012	700.56	0.2100
37.727734	700.57	0.1950
37.728456	700.58	0.1950
37.729179	700.59	0.2025
37.729901	700.60	0.2100
37.730624	700.61	0.2025
37.731346	700.62	0.1875
37.732068	700.63	0.2100
37.740962	700.75	0.2625
37.741729	700.76	0.2550
37.742496	700.77	0.2250
37.743264	700.78	0.2250
37.744031	700.79	0.2250
37.744798	700.80	0.2250
37.745566	700.81	0.2325
37.746333	700.82	0.2100
37.747100	700.83	0.2100
37.747868	700.84	0.2100
37.748635	700.85	0.2100
37.749402	700.86	0.2250
37.750170	700.87	0.2100
37.750937	700.88	0.1950
37.751704	700.89	0.1650
37.752472	700.90	0.1950
37.753239	700.91	0.1950
37.754006	700.92	0.2175
37.754774	700.93	0.2100
37.755541	700.94	0.1950
37.756308	700.95	0.2100
37.757076	700.96	0.1950
37.757843	700.97	0.2250
37.758610	700.98	0.2250
37.759378	700.99	0.1950
37.760145	701.00	0.2175
37.760912	701.01	0.2100
37.761680	701.02	0.2100
37.762447	701.03	0.2250
37.763214	701.04	0.2025
37.763982	701.05	0.2100
37.764749	701.06	0.1950
37.765516	701.07	0.2100
37.766284	701.08	0.2025
37.767051	701.09	0.2100
37.767818	701.10	0.1950
37.768586	701.11	0.1875
37.769353	701.12	0.1950
37.770120	701.13	0.1950
37.770888	701.14	0.2025
37.771655	701.15	0.2250
37.772422	701.16	0.2100
37.773190	701.17	0.1950
37.773957	701.18	0.2100
37.774724	701.19	0.2100
37.775492	701.20	0.1950
37.776259	701.21	0.2175
37.777026	701.22	0.1950
37.777793	701.23	0.1800
37.778561	701.24	0.1950
37.779328	701.25	0.2100
37.780043	701.26	0.2100
37.780758	701.27	0.2250
37.781473	701.28	0.2100
37.782188	701.29	0.2250
37.782903	701.30	0.2025
37.783618	701.31	0.2025
37.784332	701.32	0.1950
37.785047	701.33	0.2025
37.785762	701.34	0.1800
37.786477	701.35	0.1800
37.787192	701.36	0.1950
37.787907	701.37	0.2325
37.788622	701.38	0.2025
37.789337	701.39	0.1800
37.790052	701.40	0.1650
37.790767	701.41	0.1650
37.791482	701.42	0.1800
37.792197	701.43	0.1800
37.792912	701.44	0.1800
37.793626	701.45	0.1725
37.794341	701.46	0.1800
37.795056	701.47	0.1950
37.795771	701.48	0.2025
37.796486	701.49	0.2100
37.797201	701.50	0.1875
37.797916	701.51	0.1950
37.798631	701.52	0.1950
37.799346	701.53	0.1950
37.800061	701.54	0.1950
37.800776	701.55	0.1950
37.801490	701.56	0.1800
37.802205	701.57	0.1950
37.802920	701.58	0.2100
37.803635	701.59	0.2100
37.804350	701.60	0.1950
37.805065	701.61	0.2025
37.805780	701.62	0.1950
37.806495	701.63	0.1950
37.807210	701.64	0.1950
37.807925	701.65	0.1950
37.808640	701.66	0.2100
37.809354	701.67	0.2100
37.810069	701.68	0.2100
37.810784	701.69	0.2025
37.811499	701.70	0.1950
37.812214	701.71	0.1950
37.812929	701.72	0.2025
37.813644	701.73	0.2025
37.814359	701.74	0.2175
37.815074	701.75	0.2250
37.815789	701.76	0.2250
37.816504	701.77	0.2400
37.817219	701.78	0.2400
37.817934	701.79	0.2400
37.822200	701.85	0.2400
37.822911	701.86	0.2400
37.823621	701.87	0.2250
37.824331	701.88	0.2100
37.832856	702.00	0.2400
37.833566	702.01	0.2250
37.834277	702.02	0.2250
37.834987	702.03	0.2025
37.835697	702.04	0.2100
37.836408	702.05	0.2100
37.837118	702.06	0.2100
37.837828	702.07	0.2625
37.838539	702.08	0.1875
37.839249	702.09	0.1875
37.839960	702.10	0.1800
37.840670	702.11	0.1875
37.841380	702.12	0.2025
37.842091	702.13	0.2100
37.842801	702.14	0.2550
37.843511	702.15	0.2025
37.844222	702.16	0.1950
37.844932	702.17	0.2100
37.845642	702.18	0.2100
37.846353	702.19	0.2025
37.847063	702.20	0.3675
37.847774	702.21	0.2100
37.848484	702.22	0.2700
37.849194	702.23	0.2550
37.849905	702.24	0.2100
37.850615	702.25	0.2100
37.851326	702.26	0.1950
37.852036	702.27	0.1950
37.852746	702.28	0.2550
37.853457	702.29	0.2775
37.854167	702.30	0.2400
37.854877	702.31	0.2400
37.855588	702.32	0.4050
37.856298	702.33	0.3375
37.857008	702.34	0.2925
37.857719	702.35	0.2400
37.858467	702.36	0.2325
37.859215	702.37	0.2250
37.859964	702.38	0.2175
37.860712	702.39	0.2100
37.861460	702.40	0.1950
37.862208	702.41	0.2175
37.862956	702.42	0.2250
37.863705	702.43	0.2175
37.864453	702.44	0.2100
37.865201	702.45	0.2025
37.865949	702.46	0.2025
37.866698	702.47	0.2100
37.867446	702.48	0.1950
37.868194	702.49	0.1950
37.868942	702.50	0.1950
37.869690	702.51	0.1950
37.870439	702.52	0.2100
37.871187	702.53	0.2100
37.871935	702.54	0.2100
37.872683	702.55	0.1950
37.873432	702.56	0.1650
37.874180	702.57	0.1950
37.874928	702.58	0.1800
37.875676	702.59	0.1800
37.876424	702.60	0.1800
37.877173	702.61	0.2025
37.877921	702.62	0.1950
37.878669	702.63	0.2100
37.879417	702.64	0.2100
37.880166	702.65	0.2100
37.880914	702.66	0.2100
37.881662	702.67	0.2325
37.882410	702.68	0.1950
37.883158	702.69	0.1950
37.883907	702.70	0.2100
37.884655	702.71	0.2175
37.885403	702.72	0.2175
37.886151	702.73	0.2100
37.886900	702.74	0.2250
37.887648	702.75	0.2325
37.888396	702.76	0.2400
37.889144	702.77	0.2100
37.889892	702.78	0.1950
37.890641	702.79	0.1950
37.891389	702.80	0.1875
37.892137	702.81	0.1950
37.892885	702.82	0.2400
37.893634	702.83	0.2175
37.894382	702.84	0.2100
37.895130	702.85	0.2100
37.895878	702.86	0.2175
37.896626	702.87	0.2100
37.897375	702.88	0.2100
37.899712	702.91	0.2250
37.900553	702.92	0.2250
37.901394	702.93	0.1950
37.902234	702.94	0.1800
37.903075	702.95	0.1800
37.903916	702.96	0.1875
37.904757	702.97	0.1875
37.905598	702.98	0.1650
37.911484	703.05	0.1950
37.912324	703.06	0.1950
37.913165	703.07	0.1875
37.914006	703.08	0.1950
37.914847	703.09	0.1950
37.915688	703.10	0.1950
37.916529	703.11	0.2250
37.917370	703.12	0.2625
37.918210	703.13	0.2475
37.919051	703.14	0.2250
37.919892	703.15	0.2100
37.920733	703.16	0.2250
37.921574	703.17	0.2400
37.922415	703.18	0.2250
37.923255	703.19	0.1950
37.928300	703.25	0.1950
37.929141	703.26	0.1950
37.929982	703.27	0.1950
37.930823	703.28	0.2025
37.931664	703.29	0.1950
37.932505	703.30	0.2100
37.933346	703.31	0.2175
37.934186	703.32	0.2100
37.935027	703.33	0.2100
37.935868	703.34	0.2100
37.936709	703.35	0.2100
37.937550	703.36	0.2250
37.938390	703.37	0.2250
37.939231	703.38	0.2250
37.940072	703.39	0.2775
37.940913	703.40	0.2625
37.941754	703.41	0.2850
37.942595	703.42	0.2700
37.943436	703.43	0.2400
37.944276	703.44	0.2400
37.945117	703.45	0.2325
37.945972	703.46	0.2250
37.946826	703.47	0.2100
37.947681	703.48	0.2100
37.948536	703.49	0.2100
37.949390	703.50	0.2250
37.950245	703.51	0.2550
37.951100	703.52	0.2400
37.951954	703.53	0.2400
37.952809	703.54	0.2325
37.953663	703.55	0.2400
37.954518	703.56	0.2400
37.955373	703.57	0.2775
37.956227	703.58	0.3000
37.957082	703.59	0.3525
37.957936	703.60	0.3450
37.958791	703.61	0.2475
37.959646	703.62	0.2175
37.962210	703.65	0.2250
37.963064	703.66	0.2250
37.963919	703.67	0.2325
37.964773	703.68	0.2250
37.965628	703.69	0.2250
37.966483	703.70	0.2250
37.967337	703.71	0.2175
37.968192	703.72	0.2250
37.969046	703.73	0.2250
37.969901	703.74	0.2250
37.970756	703.75	0.2325
37.971610	703.76	0.2175
37.972465	703.77	0.2250
37.973320	703.78	0.2250
37.974174	703.79	0.2325
37.975029	703.80	0.2250
37.975883	703.81	0.1950
37.976738	703.82	0.1875
37.977593	703.83	0.2250
37.978447	703.84	0.2175
37.979302	703.85	0.2025
37.980156	703.86	0.2025
37.981011	703.87	0.1950
37.981866	703.88	0.1950
37.982720	703.89	0.2025
37.983575	703.90	0.1875
37.984430	703.91	0.1950
37.985284	703.92	0.1875
37.986139	703.93	0.1950
37.986993	703.94	0.1950
37.987848	703.95	0.1800
37.988703	703.96	0.2025
37.989557	703.97	0.1950
37.990412	703.98	0.1950
37.991266	703.99	0.1800
37.992972	704.01	0.2175
37.993823	704.02	0.2100
37.994673	704.03	0.2175
37.995524	704.04	0.4050
37.996375	704.05	0.6225
37.997226	704.06	0.3525
37.998077	704.07	0.2400
37.998927	704.08	0.2175
37.999778	704.09	0.1800
38.000629	704.10	0.2100
38.001480	704.11	0.2025
38.002330	704.12	0.2100
38.003181	704.13	0.2100
38.004032	704.14	0.2250
38.004883	704.15	0.2325
38.005734	704.16	0.2250
38.006584	704.17	0.2475
38.007435	704.18	0.2400
38.008286	704.19	0.2400
38.009137	704.20	0.2400
38.009988	704.21	0.2475
38.010838	704.22	0.2250
38.011689	704.23	0.2250
38.012540	704.24	0.2100
38.013391	704.25	0.2250
38.014241	704.26	0.2100
38.015092	704.27	0.2175
38.015943	704.28	0.1950
38.016794	704.29	0.2100
38.017645	704.30	0.2100
38.018495	704.31	0.1950
38.019346	704.32	0.2100
38.020197	704.33	0.2325
38.021048	704.34	0.2400
38.021898	704.35	0.2250
38.022749	704.36	0.2400
38.023600	704.37	0.2325
38.024451	704.38	0.2250
38.025302	704.39	0.2100
38.026152	704.40	0.2100
38.027003	704.41	0.1800
38.027854	704.42	0.1800
38.038063	704.54	0.2025
38.038914	704.55	0.1950
38.039697	704.56	0.1950
38.040480	704.57	0.1950
38.041263	704.58	0.1875
38.042046	704.59	0.1800
38.042829	704.60	0.1950
38.043612	704.61	0.1650
38.044395	704.62	0.1650
38.045178	704.63	0.1800
38.045961	704.64	0.1950
38.046744	704.65	0.1950
38.047527	704.66	0.1800
38.048310	704.67	0.1950
38.057707	704.79	0.2400
38.058490	704.80	0.2100
38.059273	704.81	0.1950
38.060056	704.82	0.1950
38.060839	704.83	0.1950
38.061622	704.84	0.1950
38.062405	704.85	0.2100
38.063188	704.86	0.1950
38.063971	704.87	0.2100
38.064754	704.88	0.2025
38.065537	704.89	0.1950
38.066320	704.90	0.1950
38.067103	704.91	0.1950
38.067886	704.92	0.1950
38.068669	704.93	0.2025
38.069452	704.94	0.2025
38.070235	704.95	0.2100
38.071018	704.96	0.1875
38.071801	704.97	0.1950
38.072584	704.98	0.1950
38.073367	704.99	0.2025
38.074150	705.00	0.1950
38.074933	705.01	0.1950
38.075716	705.02	0.2025
38.076499	705.03	0.2175
38.077282	705.04	0.2250
38.078065	705.05	0.2250
38.078848	705.06	0.2250
38.079631	705.07	0.2100
38.087338	705.17	0.2550
38.088104	705.18	0.2250
38.088869	705.19	0.2100
38.089635	705.20	0.2100
38.090400	705.21	0.2100
38.091165	705.22	0.2250
38.091931	705.23	0.2250
38.092696	705.24	0.2250
38.093462	705.25	0.2025
38.094227	705.26	0.2100
38.094992	705.27	0.1950
38.095758	705.28	0.2100
38.096523	705.29	0.2100
38.097289	705.30	0.1950
38.098054	705.31	0.2100
38.098820	705.32	0.2475
38.099585	705.33	0.2250
38.100350	705.34	0.2250
38.101116	705.35	0.2250
38.101881	705.36	0.1950
38.102647	705.37	0.1950
38.103412	705.38	0.1875
38.104177	705.39	0.2250
38.104943	705.40	0.2025
38.105708	705.41	0.2175
38.106474	705.42	0.2175
38.107239	705.43	0.2400
38.108004	705.44	0.2100
38.108770	705.45	0.2025
38.109535	705.46	0.2100
38.110301	705.47	0.2250
38.111066	705.48	0.1950
38.111832	705.49	0.2100
38.112597	705.50	0.2175
38.113362	705.51	0.2025
38.114128	705.52	0.1950
38.114893	705.53	0.2100
38.115659	705.54	0.1875
38.116424	705.55	0.1800
38.117189	705.56	0.1950
38.117955	705.57	0.1950
38.118720	705.58	0.2250
38.119486	705.59	0.2400
38.120251	705.60	0.2250
38.121016	705.61	0.2100
38.121782	705.62	0.2400
38.122547	705.63	0.2100
38.123313	705.64	0.2250
38.124078	705.65	0.2175
38.124891	705.66	0.2250
38.125704	705.67	0.2400
38.126517	705.68	0.2700
38.127330	705.69	0.2850
38.128143	705.70	0.3000
38.128956	705.71	0.2475
38.129769	705.72	0.2250
38.130582	705.73	0.2250
38.131394	705.74	0.2100
38.132207	705.75	0.2250
38.133020	705.76	0.2550
38.133833	705.77	0.2550
38.134646	705.78	0.2325
38.135459	705.79	0.2100
38.136272	705.80	0.2100
38.142775	705.88	0.1950
38.143588	705.89	0.2025
38.144401	705.90	0.1950
38.145214	705.91	0.2025
38.146027	705.92	0.2100
38.146840	705.93	0.1950
38.147653	705.94	0.1950
38.148466	705.95	0.1950
38.149279	705.96	0.2100
38.150092	705.97	0.2100
38.150905	705.98	0.2100
38.151718	705.99	0.2250
38.152531	706.00	0.2400
38.153344	706.01	0.2400
38.154156	706.02	0.2400
38.154969	706.03	0.2400
38.155782	706.04	0.2250
38.156595	706.05	0.2250
38.157408	706.06	0.2400
38.158221	706.07	0.2550
38.159034	706.08	0.2400
38.159847	706.09	0.2550
38.160660	706.10	0.2625
38.161473	706.11	0.3000
38.162286	706.12	0.3075
38.163099	706.13	0.2025
38.163912	706.14	0.2175
38.164724	706.15	0.2250
38.169637	706.21	0.2400
38.170486	706.22	0.2250
38.171334	706.23	0.2175
38.172182	706.24	0.2175
38.173030	706.25	0.2100
38.173878	706.26	0.2100
38.174727	706.27	0.2100
38.175575	706.28	0.2175
38.176423	706.29	0.2100
38.177271	706.30	0.2325
38.178120	706.31	0.2025
38.178968	706.32	0.1875
38.179816	706.33	0.2025
38.180664	706.34	0.1950
38.181512	706.35	0.1875
38.182361	706.36	0.1950
38.183209	706.37	0.1950
38.184057	706.38	0.1800
38.184905	706.39	0.1950
38.185754	706.40	0.1800
38.186602	706.41	0.1950
38.187450	706.42	0.2100
38.188298	706.43	0.2250
38.189146	706.44	0.2100
38.189995	706.45	0.2250
38.190843	706.46	0.2100
38.191691	706.47	0.1950
38.192539	706.48	0.2100
38.193388	706.49	0.1950
38.194236	706.50	0.2100
38.195084	706.51	0.1950
38.195932	706.52	0.1800
38.196780	706.53	0.1950
38.197629	706.54	0.1950
38.198477	706.55	0.1650
38.199325	706.56	0.1800
38.200173	706.57	0.1650
38.201022	706.58	0.1800
38.201870	706.59	0.1800
38.202718	706.60	0.1800
38.203566	706.61	0.1950
38.204414	706.62	0.2100
38.205263	706.63	0.2025
38.206111	706.64	0.2100
38.206959	706.65	0.2100
38.207807	706.66	0.2400
38.208656	706.67	0.2100
38.209504	706.68	0.1950
38.215441	706.75	0.2250
38.216308	706.76	0.2250
38.217174	706.77	0.2175
38.218041	706.78	0.1950
38.218907	706.79	0.2025
38.219774	706.80	0.2250
38.220640	706.81	0.2250
38.221507	706.82	0.1950
38.222373	706.83	0.1800
38.223240	706.84	0.1650
38.224106	706.85	0.1650
38.224973	706.86	0.1875
38.225839	706.87	0.1875
38.226706	706.88	0.1950
38.227572	706.89	0.1800
38.228439	706.90	0.1800
38.229305	706.91	0.1800
38.230172	706.92	0.1950
38.231038	706.93	0.2100
38.231904	706.94	0.2250
38.232771	706.95	0.2250
38.233637	706.96	0.2100
38.234504	706.97	0.2250
38.235370	706.98	0.2100
38.236237	706.99	0.1875
38.237103	707.00	0.2325
38.237970	707.01	0.2475
38.238836	707.02	0.2100
38.239703	707.03	0.1800
38.240569	707.04	0.1800
38.241436	707.05	0.1800
38.242302	707.06	0.2025
38.243169	707.07	0.1875
38.244035	707.08	0.1950
38.244902	707.09	0.1950
38.245768	707.10	0.1950
38.256166	707.22	0.1950
38.257032	707.23	0.1875
38.257899	707.24	0.2100
38.258765	707.25	0.2100
38.259632	707.26	0.2100
38.260498	707.27	0.2100
38.261365	707.28	0.2850
38.263098	707.30	0.2100
38.263882	707.31	0.2100
38.264666	707.32	0.2175
38.265450	707.33	0.2100
38.266234	707.34	0.1950
38.267018	707.35	0.2250
38.267802	707.36	0.2100
38.268586	707.37	0.1950
38.269370	707.38	0.2100
38.270154	707.39	0.2100
38.270939	707.40	0.2100
38.271723	707.41	0.2100
38.272507	707.42	0.2250
38.273291	707.43	0.2850
38.274075	707.44	0.2250
38.274859	707.45	0.2025
38.275643	707.46	0.1800
38.276427	707.47	0.1800
38.277211	707.48	0.1950
38.277995	707.49	0.1950
38.278780	707.50	0.1950
38.279564	707.51	0.1950
38.280348	707.52	0.1875
38.281132	707.53	0.2175
38.281916	707.54	0.1950
38.282700	707.55	0.1800
38.283484	707.56	0.1950
38.284268	707.57	0.1950
38.285052	707.58	0.2025
38.285836	707.59	0.2100
38.286620	707.60	0.1950
38.287404	707.61	0.1950
38.288189	707.62	0.1950
38.288973	707.63	0.1950
38.289757	707.64	0.1950
38.290541	707.65	0.1950
38.291325	707.66	0.1950
38.292109	707.67	0.2025
38.292893	707.68	0.1950
38.293677	707.69	0.1725
38.294461	707.70	0.1800
38.295245	707.71	0.1875
38.296030	707.72	0.1950
38.296814	707.73	0.1800
38.297598	707.74	0.1650
38.298382	707.75	0.1950
38.299166	707.76	0.1800
38.299950	707.77	0.1950
38.300734	707.78	0.1950
38.301518	707.79	0.1950
38.302302	707.80	0.1950
38.303086	707.81	0.1950
38.303870	707.82	0.1950
38.304654	707.83	0.2100
38.305439	707.84	0.2100
38.306223	707.85	0.2100
38.307029	707.86	0.2100
38.307836	707.87	0.2025
38.315095	707.96	0.2100
38.315901	707.97	0.2100
38.316708	707.98	0.2175
38.317514	707.99	0.2100
38.318321	708.00	0.1950
38.319127	708.01	0.1950
38.319934	708.02	0.1800
38.320740	708.03	0.1950
38.321547	708.04	0.1725
38.322353	708.05	0.2025
38.323160	708.06	0.1950
38.323966	708.07	0.1950
38.324773	708.08	0.1800
38.325580	708.09	0.1725
38.326386	708.10	0.1650
38.327193	708.11	0.1650
38.327999	708.12	0.1650
38.328806	708.13	0.1650
38.329612	708.14	0.1650
38.330419	708.15	0.1800
38.331225	708.16	0.1950
38.332032	708.17	0.2100
38.332838	708.18	0.1800
38.333645	708.19	0.1650
38.334451	708.20	0.1575
38.335258	708.21	0.1725
38.336064	708.22	0.1950
38.336871	708.23	0.1875
38.337678	708.24	0.1800
38.338484	708.25	0.1725
38.339290	708.26	0.1950
38.340097	708.27	0.1725
38.340904	708.28	0.1725
38.341710	708.29	0.1800
38.342517	708.30	0.2025
38.343323	708.31	0.2175
38.344130	708.32	0.2100
38.344936	708.33	0.1950
38.345743	708.34	0.2100
38.346549	708.35	0.2100
38.347356	708.36	0.2100
38.348162	708.37	0.2250
38.348969	708.38	0.2325
38.350582	708.40	0.2025
38.351389	708.41	0.1950
38.352196	708.42	0.2100
38.353004	708.43	0.2100
38.353811	708.44	0.2100
38.354618	708.45	0.2100
38.355425	708.46	0.2100
38.356232	708.47	0.2025
38.357039	708.48	0.1875
38.357847	708.49	0.2025
38.358654	708.50	0.1650
38.359461	708.51	0.1800
38.360268	708.52	0.1875
38.361075	708.53	0.1800
38.361882	708.54	0.1950
38.362690	708.55	0.2025
38.363497	708.56	0.1950
38.364304	708.57	0.1800
38.365111	708.58	0.1950
38.365918	708.59	0.1950
38.366726	708.60	0.2250
38.367533	708.61	0.1950
38.368340	708.62	0.2100
38.369147	708.63	0.2100
38.369954	708.64	0.2100
38.370761	708.65	0.1875
38.371568	708.66	0.1800
38.372376	708.67	0.1800
38.373183	708.68	0.1800
38.373990	708.69	0.1725
38.374797	708.70	0.1800
38.375604	708.71	0.1800
38.376412	708.72	0.2025
38.377219	708.73	0.2025
38.378026	708.74	0.1950
38.378833	708.75	0.1800
38.379640	708.76	0.1800
38.380448	708.77	0.1800
38.381255	708.78	0.1650
38.382062	708.79	0.1650
38.382869	708.80	0.1650
38.383676	708.81	0.1875
38.384483	708.82	0.1800
38.385290	708.83	0.1950
38.386098	708.84	0.1650
38.386905	708.85	0.1800
38.387712	708.86	0.1800
38.388519	708.87	0.1650
38.389326	708.88	0.1650
